claim_id,surface,atomic_claim,claim_type,verification_status,release_status,warrant,resolution_action
A010,manuscript/sections/01-replacement-abstract.tex,"The local half governs what a change touches: separated mechanics commute, separation is necessary for commutation rather than merely sufficient, writes are local to a declared frame, the frame determines the result, and fixpoints are conservative.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A011,manuscript/sections/01-replacement-abstract.tex,"The propagation half governs what a change invalidates: reopening is sound, complete and minimal, conservative and monotone, and a node reopens itself exactly when it lies on a cycle.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A012,manuscript/sections/01-replacement-abstract.tex,"Both halves are discharged over uninterpreted sorts --- the state transformer of the local half is an uninterpreted function under a frame condition, and the propagation half quantifies over dependency graphs of any size, cyclic or not --- so neither is a statement about a particular width.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A013,manuscript/sections/01-replacement-abstract.tex,The bounded model of V4 is then recovered as an instance rather than repeated as separate support.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A014,manuscript/sections/01-replacement-abstract.tex,"A certificate over $n$ coordinates is interpreted as the star graph on $n+1$ nodes: one node per coordinate, one for the certificate, an edge from each coordinate to it.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A015,manuscript/sections/01-replacement-abstract.tex,Damage is a changed set on the coordinate nodes and repair removes coordinates from it.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A016,manuscript/sections/01-replacement-abstract.tex,"Under that interpretation, six further theorems are discharged at arbitrary width --- any damage withdraws the certificate, a full repair restores it, a partial repair does not, undamaged coordinates are never collateral damage, the dependency runs one way, and the certificate supports nothing --- and the two revalidation counts V4 published are recomputed by running the implementation the propagation theorems were checked against.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A017,manuscript/sections/01-replacement-abstract.tex,"The finite result is therefore output of a verified instance of the theorems, not a second enumeration that agrees with them.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A018,manuscript/sections/01-replacement-abstract.tex,Three of V4's reported quantities do not survive this scrutiny and are withdrawn below.,formal_or_scope,VERIFIED,retain,adverse/refutation record retained in current source,retain adverse finding in reader-facing scientific language
A019,manuscript/sections/02-enumeration-limits.tex,What the enumeration could not have found,formal_or_scope,VERIFIED,retain,adverse/refutation record retained in current source,retain adverse finding in reader-facing scientific language
A020,manuscript/sections/02-enumeration-limits.tex,The bounded model of V4 reported seven quantities.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A021,manuscript/sections/02-enumeration-limits.tex,"Three of them could not have come out any other way, and one of the three had never been evaluated at all.",formal_or_scope,VERIFIED,retain,adverse/refutation record retained in current source,retain adverse finding in reader-facing scientific language
A022,manuscript/sections/02-enumeration-limits.tex,Stating this is not a concession extracted after the fact; it is the result of pointing the mutation discipline that validates the new theorems at the old checks.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A023,manuscript/sections/02-enumeration-limits.tex,"The change-propagation check asserted set-algebra tautologies. It computed a downstream set and then asserted two things about it: that the retained set does not intersect the downstream set, and that the retained set equals the certified set minus the downstream set.",formal_or_scope,VERIFIED,retain,adverse/refutation record retained in current source,retain adverse finding in reader-facing scientific language
A024,manuscript/sections/02-enumeration-limits.tex,The first intersects a set with something already removed from it.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A025,manuscript/sections/02-enumeration-limits.tex,The second compares a variable to the expression it was just assigned.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A026,manuscript/sections/02-enumeration-limits.tex,Both hold for any value of the downstream set.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A027,manuscript/sections/02-enumeration-limits.tex,The propagation function was called and its output was never compared against anything.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A028,manuscript/sections/02-enumeration-limits.tex,"Confirmed by mutation: replacing it with ``always the empty set'' left the check passing, and so did ``always every node'', both reporting the same case count as the real implementation.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A029,manuscript/sections/02-enumeration-limits.tex,"The reported 130,320 cases over 543 acyclic graphs were therefore 130,320 cases none of which could fail.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A030,manuscript/sections/02-enumeration-limits.tex,"The check itself has since been repaired, on 2026-08-22, and the sentence above is a description of what it was.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A031,manuscript/sections/02-enumeration-limits.tex,"Its assertions now compare the retained set against a specification built from an independently computed transitive closure, so both mutants die where both previously survived, and eight declared wrong propagation operators are rejected where all eight were accepted.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A032,manuscript/sections/02-enumeration-limits.tex,"The case count is unchanged at 130,320 over 543 graphs; what changed is that those cases can now fail.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A033,manuscript/sections/02-enumeration-limits.tex,That is now repaired rather than merely reported.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A034,manuscript/sections/02-enumeration-limits.tex,"The propagation specification is written independently of the implementation, and the shipped implementation is compared against it exhaustively: 61,440 of 61,440 directed graphs on four nodes and changed subsets agree, 51,712 of them with a non-empty reopening.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A035,manuscript/sections/02-enumeration-limits.tex,The implementation is correct.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A036,manuscript/sections/02-enumeration-limits.tex,"Before this, that had not been established.",formal_or_scope,UNRESOLVED,withhold,manuscript or current evidence record explicitly withholds authority,withhold from submission-ready state
A037,manuscript/sections/02-enumeration-limits.tex,Donor conservativity could not be violated. The counter assigns a projected verdict from the donor-native verdict on one line and compares the two on the next.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A038,manuscript/sections/02-enumeration-limits.tex,The condition is x != x.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A039,manuscript/sections/02-enumeration-limits.tex,"No theory of lifting, however wrong, moves that count off zero.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A040,manuscript/sections/02-enumeration-limits.tex,"It is withdrawn as evidence; donor conservativity is instead carried by the fixpoint-conservativity theorem, which is proved.",formal_or_scope,VERIFIED,retain,adverse/refutation record retained in current source,retain adverse finding in reader-facing scientific language
A041,manuscript/sections/02-enumeration-limits.tex,"Ideal-product equivalence compares an expression to itself. The ideal product is defined as the same predicate the lifting rule is defined as, so the mismatch count is zero by construction.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A042,manuscript/sections/02-enumeration-limits.tex,The equivalence claim is real and worth making --- an information-equivalent product carrying the same coordinates and the same lift predicate does agree extensionally --- but it is a definitional identity and the enumeration adds nothing to it.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A043,manuscript/sections/02-enumeration-limits.tex,It is withdrawn as an empirical quantity.,formal_or_scope,VERIFIED,retain,adverse/refutation record retained in current source,retain adverse finding in reader-facing scientific language
A044,manuscript/sections/02-enumeration-limits.tex,The ``independent'' reproduction is a paraphrase. The second implementation replaces a universal quantifier with an early-return loop.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A045,manuscript/sections/02-enumeration-limits.tex,It diverges from the reference on 0 of 320 points because it cannot diverge on any.,quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A046,manuscript/sections/02-enumeration-limits.tex,"A second implementation that cannot disagree confirms a transcription, not a theorem.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A047,manuscript/sections/02-enumeration-limits.tex,The claim of independent reproduction is withdrawn; genuine independent review remains outstanding and is named in the limits below.,formal_or_scope,VERIFIED,retain,explicit manuscript boundary,retain boundary
A048,manuscript/sections/02-enumeration-limits.tex,And one wrong theory walks through every check that remains. Each assertion in the bounded checker evaluates the lift rule with the donor certificate valid.,formal_or_scope,VERIFIED,retain,adverse/refutation record retained in current source,retain adverse finding in reader-facing scientific language
A049,manuscript/sections/02-enumeration-limits.tex,The 32 points of the space where it is invalid are enumerated into the published digest and never asserted about.,quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A050,manuscript/sections/02-enumeration-limits.tex,"A rule that lifts on the scientific coordinates alone, ignoring the donor entirely, passes the whole battery.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A051,manuscript/sections/02-enumeration-limits.tex,"Conservativity is carried by the 1,536-state derivation reported below, where dropping it disagrees on 72 states --- not by the bounded checker.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A052,manuscript/sections/03-general-theorems.tex,The general theorems,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A053,manuscript/sections/03-general-theorems.tex,"Local mechanics (P6.COMMUTE.RW\_NONINTERFERENCE.V1). Let deterministic, admissible mechanics act on a state over uninterpreted coordinate and value sorts.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A054,manuscript/sections/03-general-theorems.tex,Each mechanic must be read-footprint faithful and write-footprint faithful.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A055,manuscript/sections/03-general-theorems.tex,"Their write coordinates are distinct, neither mechanic reads the coordinate written by the other, and neither changes an obligation, authority fact, provenance object, dependency, resource, or declared external input consumed by the other.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A056,manuscript/sections/03-general-theorems.tex,"Whenever both sequential compositions are defined, the two orders have the same current scientific projection.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A057,manuscript/sections/03-general-theorems.tex,Their ordered audit histories need not be literally equal; they are equivalent under swaps of adjacent independent commit events.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A058,manuscript/sections/03-general-theorems.tex,The two cross-read exclusions are load-bearing.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A059,manuscript/sections/03-general-theorems.tex,"If either is removed while the writes remain disjoint, a frame-faithful transformer and state can make the two orders disagree.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A060,manuscript/sections/03-general-theorems.tex,"This is a necessity claim about what the stated assumptions must exclude to entail commutation for every admissible transformer, not a claim that every particular pair of interfering mechanics fails to commute.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A061,manuscript/sections/03-general-theorems.tex,"The bounded V4 modular check is only an instance of this stronger contract, and the shipped mechanic obeys its declared frame on all 5,280 exhaustive perturbations.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A062,manuscript/sections/03-general-theorems.tex,"Change propagation. Over an uninterpreted node sort, with reachability axiomatised as the reflexive--transitive closure of the dependency edge: reopening is sound (every reopened node is reachable from a change), complete (every reachable non-changed node is reopened), minimal (no proper subset of the reopened set is closed under the edge relation from the changed set), conservative, monotone in the changed set, and a node lies in its own reopened set exactly when it lies on a cycle.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A063,manuscript/sections/03-general-theorems.tex,"Graphs of any size, cyclic or acyclic.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A064,manuscript/sections/03-general-theorems.tex,One clause of the closure axiomatisation is load-bearing and easy to omit.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A065,manuscript/sections/03-general-theorems.tex,"Transitive closure is not first-order definable, so the four clauses are the definition, and the fourth attaches a well-founded rank to each reachability fact.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A066,manuscript/sections/03-general-theorems.tex,"Without it a model may contain two reachability facts that justify each other in a cycle, and the completeness direction becomes unprovable.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A067,manuscript/sections/03-general-theorems.tex,"That was not anticipated: an earlier axiomatisation without the rank admitted a model in which a sink domain reached its own source, and a differential against the committed implementation is what exposed it.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A068,manuscript/sections/03-general-theorems.tex,"The exact commutation statement, kernel-mechanized",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A069,manuscript/sections/03-general-theorems.tex,sec:kernel-theorem7,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A070,manuscript/sections/03-general-theorems.tex,"The full Theorem 7 statement -- multi-component environments, mechanics that are read-footprint faithful and write-footprint faithful over their declared footprints, and fully scientifically separated -- is machine-checked as a kernel proof under contract id P6.COMMUTE.EXACT\_THEOREM7.V1.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A071,manuscript/sections/03-general-theorems.tex,"Every derivation step is an application of a rule in a fixed small kernel, the serialized proof is replayed from nothing in a fresh kernel, and the replay reproduces the exact conclusion with every residual hypothesis inside the declared theory; a z3 cross-check of the same sentence runs alongside.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A072,manuscript/sections/03-general-theorems.tex,The conclusion pairs equality of the two scientific projections with swap-equivalence of the two ordered histories under independent events.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A073,manuscript/sections/03-general-theorems.tex,"The kernel is programme-authored Python rather than an external proof assistant, and that boundary is stated in the mechanized record.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A074,manuscript/sections/04-bounded-model-instance.tex,The bounded model as an instance,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A075,manuscript/sections/04-bounded-model-instance.tex,Two derivations connect the general theorems to what V4 published.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A076,manuscript/sections/04-bounded-model-instance.tex,"The lift rule. Three primitives are stated without reference to the rule: a donor certificate establishes only what its own embedding declares; each scientific coordinate is a separate obligation rather than a contribution to a score; and lifting is conservative, adding no authority the donor did not have.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A077,manuscript/sections/04-bounded-model-instance.tex,"The lift rule computed from them reproduces the shipped rule on all 1,536 states of the embedding cube, with both verdicts present (24 admissible, 1,512 not).",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A078,manuscript/sections/04-bounded-model-instance.tex,"It is a derivation and not a restatement: making a scientific coordinate compensatory disagrees on 96 states, waiving an embedding's donor requirement on 9, and dropping conservativity on 72.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A079,manuscript/sections/04-bounded-model-instance.tex,The revalidation counts. A certificate over $n$ coordinates is the star graph on $n+1$ nodes; damage is a changed set on the coordinate nodes; repair removes coordinates from it.,quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A080,manuscript/sections/04-bounded-model-instance.tex,"Six theorems are discharged under that reading at arbitrary $n$, listed in the abstract above.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A081,manuscript/sections/04-bounded-model-instance.tex,"The two published counts --- 155 full restorations and 1,055 proper-subset failures --- are then recomputed by running the shipped propagation implementation over the interpreted graph, so they are output of an implementation independently verified against the theorems rather than a separate enumeration agreeing with them.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A082,manuscript/sections/04-bounded-model-instance.tex,"Independently, the shipped revalidation assertion block accepts the derived rule and rejects three weakenings of the non-compensatory primitive.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A083,manuscript/sections/04-bounded-model-instance.tex,Two properties of that pair are stated because they are not obvious from the numbers.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A084,manuscript/sections/04-bounded-model-instance.tex,"The 155 discriminates between almost nothing. A full repair leaves nothing changed, which satisfies any monotone admissibility rule and reopens nothing in any dependency graph.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A085,manuscript/sections/04-bounded-model-instance.tex,"Every wrong graph tried returns 155, and so does every weakened primitive tried.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A086,manuscript/sections/04-bounded-model-instance.tex,"It is the number of (donor, non-empty damage) pairs.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A087,manuscript/sections/04-bounded-model-instance.tex,"The 1,055 is the count that moves: to 655, 255 and 0 under the three primitive weakenings.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A088,manuscript/sections/04-bounded-model-instance.tex,"And neither count identifies the interpretation. This is the sharper limitation, and it was found by looking for it.",formal_or_scope,VERIFIED,retain,explicit manuscript boundary,retain boundary
A089,manuscript/sections/04-bounded-model-instance.tex,Seven dependency graphs were tried against the star.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A090,manuscript/sections/04-bounded-model-instance.tex,"Three collapse the failure count to zero --- edges reversed, no edges, coordinates chained without reaching the certificate.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A091,manuscript/sections/04-bounded-model-instance.tex,One moves it to 975 --- a single coordinate stops supporting the certificate.,quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A092,manuscript/sections/04-bounded-model-instance.tex,"But three reproduce 1,055 exactly: a chain running through the coordinates into the certificate, the star with extra coordinate-to-coordinate edges, and the complete graph.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A093,manuscript/sections/04-bounded-model-instance.tex,"The pair of counts tests whether every coordinate reaches the certificate, and nothing beyond that; every graph in that reachability class returns the same two numbers.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A094,manuscript/sections/04-bounded-model-instance.tex,"What separates the star from those three is the proof, not the arithmetic.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A095,manuscript/sections/04-bounded-model-instance.tex,"Each of them reopens coordinates as collateral damage --- 245, 100 and 375 instances respectively --- and collateral reopening is precisely what undamaged coordinates are never collateral damage forbids, and precisely what is lost when the frame condition forbidding coordinate-to-coordinate support is dropped.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A096,manuscript/sections/04-bounded-model-instance.tex,The shipped implementation is confirmed to reopen nothing but the certificate under the star.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A097,manuscript/sections/04-bounded-model-instance.tex,So the theorems pin the graph and the counts confirm its reachability class; a paper that reported the counts alone as evidence for the structure would be reporting something the counts cannot see.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A098,manuscript/sections/04-bounded-model-instance.tex,"The donor axis is a multiplier, not a dimension. The donor family enters neither the dependency graph nor the changed set.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A099,manuscript/sections/04-bounded-model-instance.tex,"The five families replicate the same 31 restorations and 211 failures rather than extending them: 155 and 1,055 are 31 and 211 counted five times.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A100,manuscript/sections/04-bounded-model-instance.tex,"The same loop repeats the rest of the list: 320 states is the 64-point (donor verdict, coordinate vector) space enumerated once per family, and the 25 minimal separations are 5 counted five times.",quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A101,manuscript/sections/04-bounded-model-instance.tex,Only the 31 product countermodels are 31 distinct facts.,quantitative,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A102,manuscript/sections/04-bounded-model-instance.tex,"That is the shape of the original loop, reproduced here rather than corrected, and it means the published counts carry the information of the smaller ones; the ``donor_axis`` block of the result artifact carries the table.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A103,manuscript/sections/04-bounded-model-instance.tex,"The revalidation block cannot see conservativity. Every state it asserts about is built with the donor verdict pinned valid, so the derived rule with its donor conjunct deleted is accepted unchanged.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A104,manuscript/sections/04-bounded-model-instance.tex,Its acceptance of the derivation is evidence for the non-compensatory primitive only.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A105,manuscript/sections/05-axiom-minimality.tex,An axiom set that was not minimal,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A106,manuscript/sections/05-axiom-minimality.tex,The interpretation was first stated with four frame conditions.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A107,manuscript/sections/05-axiom-minimality.tex,"A check that drops each condition and re-runs the proofs reported two of them inert: dropping either lost no theorem --- where ``lost'' then meant ``no longer proved'', which is the wrong criterion and is corrected below.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A108,manuscript/sections/05-axiom-minimality.tex,Neither was a reprieve.,formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A109,manuscript/sections/05-axiom-minimality.tex,"Dropping both loses three theorems, because each was derivable from the other three, so the four were a redundant presentation of the same constraint.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A110,manuscript/sections/05-axiom-minimality.tex,"The interpretation now rests on three independent conditions --- every coordinate supports the certificate, every edge runs from a coordinate to the certificate, and the certificate is not one of its own coordinates --- and the fourth, that the certificate supports nothing, is discharged as a theorem about them.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A111,manuscript/sections/05-axiom-minimality.tex,"Each of the three loses at least one theorem when dropped, and which theorem each carries is recorded.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
A112,manuscript/sections/05-axiom-minimality.tex,"An axiom that no theorem needs is either decoration or a redundant presentation of an axiom that is doing the work, and the two are indistinguishable from inside.",formal_or_scope,SUPPORTED_INTERNAL,withhold,same-programme theorem/checker/manuscript state only,independent proof or entailment review required
